timestamp,test-class,test-method,time,description,result
2021-06-01 22:19:02.429,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38240,"[4] recordIndex=3, title=Public finished task number four, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2022/02/01 14:00, executionEnd=2022/03/01 14:00, link=null, workload=0:02",OK
2021-06-01 22:19:40.854,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38209,"[5] recordIndex=4, title=Public finished task number five, description=A public finished task which is the fifth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=http://fifth.task/public/finished, workload=0:01",OK
2021-06-01 22:20:19.286,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38224,"[6] recordIndex=5, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=73782:11",OK
2021-06-01 22:20:57.769,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38262,"[7] recordIndex=6, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2030/02/02 14:01, link=http://sixth.task/public/finished, workload=9999:40",OK
2021-06-01 22:21:36.127,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38125,"[8] recordIndex=7, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2030/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=10936:40",OK
2021-06-01 22:22:14.525,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38196,"[9] recordIndex=8, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/24 14:01, link=null, workload=8:40",OK
2021-06-01 22:22:20.836,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6091,"[1] recordIndex=0, title=null, description=null, executionStart=null, executionEnd=null, link=null, workload=null",OK
2021-06-01 22:22:27.219,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6163,"[2] recordIndex=1, title=null, description=0, executionStart=0, executionEnd=0, link=0, workload=0",OK
2021-06-01 22:22:33.644,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6224,"[3] recordIndex=2, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=1:55, executionStart=1:55, executionEnd=1:55, link=1:55, workload=1:55",OK
2021-06-01 22:22:40.049,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6201,"[4] recordIndex=3, title=a, description=null, executionStart=18:00, executionEnd=2012/12/23 18:00, link=2012/12/23 18:00, workload=2012/12/23 18:00",OK
2021-06-01 22:22:46.644,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6388,"[5] recordIndex=4, title=a, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…, executionStart=Public finished task number five, executionEnd=Public finished task number five, link=Public finished task number five, workload=Public finished task number five",OK
2021-06-01 22:22:53.131,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6233,"[6] recordIndex=5, title=a, description=a, executionStart=null, executionEnd=tomorrow, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:22:59.773,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6420,"[7] recordIndex=6, title=a, description=a, executionStart=yesterday, executionEnd=yesterday, link=null, workload=http://sixth.task/public/finished",OK
2021-06-01 22:23:06.411,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6378,"[8] recordIndex=7, title=a, description=a, executionStart=tomorrow, executionEnd=2012/12/23 19:00, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:23:12.994,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6379,"[9] recordIndex=8, title=a, description=a, executionStart=2012/12/23 19:00, executionEnd=http://sixth.task/public/finished, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:23:19.462,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6234,"[10] recordIndex=9, title=a, description=a, executionStart=2012/12/23 19:00, executionEnd=2012/12/23 20:00, link=null, workload=http://sixth.task/public/finished",OK
2021-06-01 22:23:26.042,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6360,"[11] recordIndex=10, title=a, description=a, executionStart=http://sixth.task/public/finished, executionEnd=null, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:23:32.474,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6208,"[12] recordIndex=11, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2012/12/23 19:00, link=null, workload=http://sixth.task/public/finished",OK
2021-06-01 22:23:38.993,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6313,"[13] recordIndex=12, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/21 19:00, link=a, workload=http://sixth.task/public/finished",OK
2021-06-01 22:23:45.412,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6214,"[14] recordIndex=13, title=a, description=a, executionStart=2022/01/01 19:00, executionEnd=2022/01/01 22:00, link=null, workload=0:-01",OK
2021-06-01 22:23:51.843,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6230,"[15] recordIndex=14, title=a, description=a, executionStart=2022/01/01 19:00, executionEnd=2022/01/01 22:00, link=a, workload=3:01",OK
2021-06-01 22:23:58.244,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6198,"[16] recordIndex=15, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/23 19:00, link=http://sixth.task/public/finished, workload=8:00",OK
2021-06-01 22:24:04.682,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6218,"[17] recordIndex=16, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=null, workload=-5:00",OK
2021-06-01 22:24:11.087,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6205,"[18] recordIndex=17, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=http://sixth.task/public/finished, workload=2:9999999999999999",OK
2021-06-01 22:24:17.561,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6270,"[19] recordIndex=18, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=http://sixth.task/public/finished, workload=mucho",OK
2021-06-01 22:24:24.007,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updateNegative,6231,"[20] recordIndex=19, title=a, description=a, executionStart=2022/12/22 21:00, executionEnd=2022/12/28 21:00, link=null, workload=3:99",OK
2021-06-01 22:24:36.857,acme.testing.manager.task.ManagerTaskShowServiceTest,positiveShow,5135,"[1] recordIndex=0, title=Public unfinished task number one, description=A public unfinished task which is the first one, executionStart=2022/02/01 14:00, executionEnd=2022/03/25 17:30, link=http://first.task/public/unfinished, workload=1:30",OK
2021-06-01 22:24:42.207,acme.testing.manager.task.ManagerTaskShowServiceTest,positiveShow,5132,"[2] recordIndex=1, title=Public unfinished task number two, description=A public unfinished task which is the second one, executionStart=2022/04/20 11:00, executionEnd=2022/12/02 20:00, link=null, workload=8:15",OK
2021-06-01 22:24:47.536,acme.testing.manager.task.ManagerTaskShowServiceTest,positiveShow,5127,"[3] recordIndex=2, title=Public unfinished task number three, description=A public unfinished task which is the third one, executionStart=2022/09/20 10:00, executionEnd=2022/11/02 12:00, link=http://third.task/public/unfinished, workload=1:55",OK
2021-06-01 22:24:52.883,acme.testing.manager.task.ManagerTaskShowServiceTest,positiveShow,5125,"[4] recordIndex=3, title=Public finished task number one, description=A public finished task which is the first one, executionStart=2012/02/01 14:00, executionEnd=2012/03/25 17:30, link=http://first.task/public/finished, workload=1:30",OK
2021-06-01 22:24:58.203,acme.testing.manager.task.ManagerTaskShowServiceTest,positiveShow,5114,"[5] recordIndex=4, title=Public finished task number two, description=A public finished task which is the second one, executionStart=2012/04/20 11:00, executionEnd=2012/12/02 20:00, link=http://second.task/public/finished, workload=8:15",OK
2021-06-01 22:25:03.538,acme.testing.manager.task.ManagerTaskShowServiceTest,positiveShow,5131,"[6] recordIndex=5, title=Public finished task number three, description=A public finished task which is the third one, executionStart=2012/09/20 10:00, executionEnd=2012/11/02 12:00, link=http://third.task/public/finished, workload=1:55",OK
2021-06-01 22:25:08.873,acme.testing.manager.task.ManagerTaskShowServiceTest,negativeShow,5137,"negativeShow()",OK
