timestamp,test-class,test-method,time,description,result
2021-05-26 14:06:56.443,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,39072,"[4] recordIndex=3, title=Public finished task number four, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2022/02/01 14:00, executionEnd=2022/09/02 14:01, link=null, workload=8:40",OK
2021-05-26 14:07:34.643,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37519,"[5] recordIndex=4, title=Public finished task number five, description=A public finished task which is the fifth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=http://fifth.task/public/finished, workload=0:01",OK
2021-05-26 14:08:11.385,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,36147,"[6] recordIndex=5, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=73782:11",OK
2021-05-26 14:08:50.369,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,38158,"[7] recordIndex=6, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2030/02/02 14:01, link=http://sixth.task/public/finished, workload=9999:40",OK
2021-05-26 14:09:28.991,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37879,"[8] recordIndex=7, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2030/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=10936:40",OK
2021-05-26 14:10:07.868,acme.testing.manager.task.ManagerTaskCreateServiceTest,createPositive,37882,"[9] recordIndex=8, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/24 14:01, link=null, workload=8:40",OK
2021-05-26 14:10:17.953,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,9386,"[1] recordIndex=0, title=null, description=null, executionStart=null, executionEnd=null, link=null, workload=null",OK
2021-05-26 14:10:27.557,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,8590,"[2] recordIndex=1, title=null, description=0, executionStart=0, executionEnd=0, link=0, workload=0",OK
2021-05-26 14:10:39.051,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,10564,"[3] recordIndex=2, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=1:55, executionStart=1:55, executionEnd=1:55, link=1:55, workload=1:55",OK
2021-05-26 14:10:49.458,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,9282,"[4] recordIndex=3, title=a, description=null, executionStart=18:00, executionEnd=2012/12/23 18:00, link=2012/12/23 18:00, workload=2012/12/23 18:00",OK
2021-05-26 14:10:57.847,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7761,"[5] recordIndex=4, title=a, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa…, executionStart=Public finished task number five, executionEnd=Public finished task number five, link=Public finished task number fivePublic finished task number five, workload=Public finished task number five",OK
2021-05-26 14:11:06.777,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,8285,"[6] recordIndex=5, title=a, description=a, executionStart=null, executionEnd=tomorrow, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:11:15.399,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7953,"[7] recordIndex=6, title=a, description=a, executionStart=yesterday, executionEnd=yesterday, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:11:25.048,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,8848,"[8] recordIndex=7, title=a, description=a, executionStart=tomorrow, executionEnd=2012/12/23 19:00, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:11:33.16,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7427,"[9] recordIndex=8, title=a, description=a, executionStart=2012/12/23 19:00, executionEnd=http://sixth.task/public/finished, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:11:41.296,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7397,"[10] recordIndex=9, title=a, description=a, executionStart=2012/12/23 19:00, executionEnd=2012/12/23 20:00, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:11:49.513,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7474,"[11] recordIndex=10, title=a, description=a, executionStart=http://sixth.task/public/finished, executionEnd=null, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:11:57.277,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7039,"[12] recordIndex=11, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2012/12/23 19:00, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:12:05.677,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7646,"[13] recordIndex=12, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/21 19:00, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:12:14.804,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,8420,"[14] recordIndex=13, title=a, description=a, executionStart=http://sixth.task/public/finished, executionEnd=http://sixth.task/public/finished, link=null, workload=http://sixth.task/public/finished",OK
2021-05-26 14:12:23.398,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7954,"[15] recordIndex=14, title=a, description=a, executionStart=http://sixth.task/public/finished, executionEnd=http://sixth.task/public/finished, link=a, workload=http://sixth.task/public/finished",OK
2021-05-26 14:12:31.914,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7874,"[16] recordIndex=15, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/23 19:00, link=http://sixth.task/public/finished, workload=8:00",OK
2021-05-26 14:12:39.827,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7239,"[17] recordIndex=16, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=http://sixth.task/public/finished, workload=-5:00",OK
2021-05-26 14:12:48.054,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7552,"[18] recordIndex=17, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=http://sixth.task/public/finished, workload=2:9999999999999999",OK
2021-05-26 14:12:56.805,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,8094,"[19] recordIndex=18, title=a, description=a, executionStart=2022/12/23 19:00, executionEnd=2022/12/28 21:00, link=http://sixth.task/public/finished, workload=mucho",OK
2021-05-26 14:13:05.338,acme.testing.manager.task.ManagerTaskCreateServiceTest,createNegative,7725,"[20] recordIndex=19, title=a, description=a, executionStart=2022/12/22 21:00, executionEnd=2022/12/28 21:00, link=null, workload=3:99",OK
2021-05-26 14:14:05.33,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38592,"[1] recordIndex=0, title=T, description=A public finished task which is the first one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=http://first.task/public/finished, workload=1:00",OK
2021-05-26 14:14:44.762,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38781,"[2] recordIndex=1, title=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=A public finished task which is the second one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=null, workload=8:15",OK
2021-05-26 14:15:23.946,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38462,"[3] recordIndex=2, title=Public finished task number three, description=a, executionStart=2022/02/01 14:00, executionEnd=2022/10/02 14:01, link=http://third.task/public/finished, workload=1:55",OK
2021-05-26 14:16:04.687,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,39811,"[4] recordIndex=3, title=Public finished task number four, description=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2022/02/01 14:00, executionEnd=2022/09/02 14:01, link=null, workload=8:40",OK
2021-05-26 14:16:44.365,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38933,"[5] recordIndex=4, title=Public finished task number five, description=A public finished task which is the fifth one, executionStart=2022/02/01 14:00, executionEnd=2022/02/02 14:01, link=http://fifth.task/public/finished, workload=0:01",OK
2021-05-26 14:17:23.632,acme.testing.manager.task.ManagerTaskUpdateServiceTest,updatePositive,38564,"[6] recordIndex=5, title=Public finished task number six, description=A public finished task which is the sixth one, executionStart=2022/02/01 14:00, executionEnd=2040/02/02 14:01, link=null, workload=73782:11",OK
